We have a Regulatory Co-operation agreement with the CSRC – signed in 1993.	我们与中国证监会在 1993 年签订了监管合作协议。
It found that misconduct has been similar across time, asset classes and jurisdictions.	结果发现，不论是哪个时代，或涉及哪个资产类别及司法管辖区，出现的失当行为都是相类似的。
8. Moreover, some of the world’s largest IPOs have taken place here in Hong Kong.	8. 此外，香港亦曾进行好些全球最大规模的首次公开招股。
For example, relevant factors identified in the guidelines include:	举例來說，《指引》提出的相关考虑因素包括有关行为：
Hong Kong Exchanges and Clearing Limited (http://www.hkex.com.hk) 6 Source:	香港交易及结算所有限公司(http://www.hkex.com.hk) 6 资料來源：
Previous industrial revolutions liberated humankind from animal power, made mass production possible and brought digital capabilities to billions of people.	以往的工业革命让人类不再受制于动物的力量，实现了大规模生产，并为数以十亿计的人们带来了数码能力。
38. Global markets are undergoing a stressful period.	38. 全球市场正经历压力期。
Suffice to say that Hong Kong’s continued success hinges on how well we position ourselves to successfully tap the Mainland market.	不消多说，香港能否继续取得成功，将取决于我们如何有效地为自己定位，以便成功开拓内地市场。
Naturally, the beginning of a new year is always the time for us to make resolutions and many investors review and reposition their investment portfolios in January.	“一年之计在于春”，我们通常都会在踏入新一年的时候定下全年大计。 很多投资者都会在 1 月份检讨及重整自己的投资组合。
The recent announcement of measures in the US to help housing loan borrowers keep their homes was a welcome relief but its effects on the housing market are uncertain at this stage.	宣布一系列协助借入房屋贷款的业主供楼的措施，正好纾解市场压力，但现阶段这些措施对房地产市场带来的影响仍是未知之数。
We all want regulations that protect the investor but do not stifle innovation and growth.	我们都要求监管规例都能够保障投资者的同时，又不会窒碍市场创新和发展。
 Misrepresentation – that the products were wrongly presented as a low risk alternative to deposits and that the risks and complexity were not properly explained;	失实陈述──将投资产品错误描述为低风险的存款替代品，并没有妥善解释风险和复杂性；
However, the actual investment in QDII products totalled less than USD400m.	然而，实际投资于 QDII 产品的总额却少于 4 亿美元。
Many of you would have heard of the Qualified Domestic Investor Scheme, or the QDII scheme, which started in 2006 with the following objectives:	各位可能曾听过在 2006 年启动的合格境内机构投资者计划，或简称 QDII 计划，计划的目的是：
Before talking about our role as a regulator, I would like to give you a quick overview of Hong Kong’s financial markets and asset management business, and the importance of the development of the REIT	在讲述我们所担当的监管者角色之前，我想很快地向各位概述香港的金融市场和资产管理业务，以及房地产基金市场的发展对香港的重要性。
We believe that both the regulator and the issuer have the duty of carrying out investor education.	我们认为，监管机构与发行人均有责任推动投资者教育。
Unlike complete segregation of securities, re-pledging limit does not eliminate pooling risks but it certainly represents a more practical way to reduce pooling risks in view of the administrative concerns and costs involved in complete segregation.	虽然转按上限未必好像全面分开存放证券一般彻底解决汇集风险，但鉴于运作及费用问题，转按上限绝对是更切合实际减低汇集风险的方法。
The financial conditions The more immediate concern is when interest rates would normalise, as this would have implications for leverage, liquidity, spreads and asset prices.	财务状况当前更急切的关注，在于利率将于何时正常化，因为这对杠杆借贷、资金流通、息差及资产价格都会构成影响。
Shanghai has a huge domestic market to serve and I have no doubt that it would be highly successful. Hong Kong can continue to play its role as a bridge with the rest of the world for companies that wish to have an international profile and presence.	上海有庞大的本土市场需要它来提供服务，我确信它会取得非凡成就，而香港则可继续为希望进军国际市场的公司担当连接世界各地的桥梁角色。
Opening Remarks by Mr Eddy Fong, SFC Chairman Meet-the-Media Session 20 October 2006 Good afternoon, Members of the Press I am honoured to be appointed by the Chief Executive as the Chairman of the Securities and Futures Commission.	证监会主席方正先生于会见传媒时发表的讲话 2006 年 10 月 20 日 各位新闻界朋友，午安。 我很荣幸获行政长官委任为证券及期货事务监察委员会的主席。
Of those, 7 cases are outstanding and one is pending final resolution.	其中有七宗个案尚待审理，一宗正在等候最终决议。
Right from the start, Hong Kong has been uniquely positioned to benefit from greater crossborder connectivity as the Mainland opens up.	香港从一开始便处于独特位置，能够随著内地开放而从愈趋紧密的跨境联系中受惠。
That said, all private hedge funds are still subject to the laws against fraud, insider dealing, market misconduct, general principles that they should treat their clients fairly and manage conflicts.	话虽如此，所有私人对冲基金仍然受到防止诈骗、内幕交易及巿场失当行为的法例，以及须公平地对待客户和管理利益冲突的一般性原则所约束。
The media are our important partners when it comes to investor education.	传媒是我们推行投资者教育的重要伙伴。
Hong Kong has and will continue to help Mainland enterprises to embrace good corporate governance and benchmark themselves to international best practices.	香港一直以來都协助及将会继续协助内地企业学习良好的企业管治和国际的最佳常规。
9. The domicile and main operations of the majority of new listing applicants in Hong Kong are located outside Hong Kong - this poses a challenge to our regulatory framework on how to effectively regulate these issuers – which are not quite overseas but not domestic either.	9. 香港大部分上市申请人的注册地／主要业务都位于香港境外，这对于我们的监管制度如何有效监管这些发行人造成挑战—他们并不完全是海外公司，但也并非本地公司。
While you continue to adjust the composition of your portfolio against these considerations, you should also keep an eye on the financial health of your fund’s own counterparties who may be adversely affected by the fallout.	基金经理除了不断因应上述考虑因素调整投资组合，还要注意基金本身的交易对手的财政狀况，因为他们也可能会被波及。
Now as HKGCC members comprise more than half of the flagship corporations in the Hang Seng Index, clearly corporate governance is as relevant to you all as it has been to me.	由于恒生指数中超过一半旗舰企业是香港总商会成员，显然企业管治这课题对你们来说同样息息相关。
Thank you.	多谢各位。
This is both in terms of turnover (where we rank second to Mainland China) and in terms of aggregate market capitalization of ETFs (where we rank second to Japan).	不论按成交金额还是按总市值计，香港的 ETF 市场均在亚洲排行第二。
Last year, the increase in the net inflow of southbound capital was a factor driving up the prices of Hong Kong stocks.	去年，南下资金净流入增加，是推动港股股价上扬的因素。
Hong Kong has been fortunate as it was able to play a supporting and facilitating role as China experimented with capital market reform.	香港十分幸运，能够在中国实验资本市场改革期间肩负支援及辅助的角色。
We have a well-established and advanced banking system, a highly liquid market and an effective and transparent regulatory regime which is on a par with international standards.	我们拥有发展成熟而先进的银行体制、高度流通的市场，以及与国际标准看齐的有效而具透明度的监管制度。
Conclusion Ladies and gentlemen, we live in a brave new economy.	结语各位，我们身处于一个伟大的新经济时代。
Although QDII offer notable investment opportunities for Mainland investors, the take up rate has been slow.	虽然合格境内机构投资者计划为内地投资者带来宝贵的投资机会，但有关额度的使用率一直偏低。
In other major markets, short selling is generally allowed for all stocks listed.	在其他主要巿场，挂牌上巿的股票一般都可进行沽空。
11. A thorough analysis of this subject involves many complicated issues, and I would focus on two aspects which, in my view, can make the most difference. The two areas are:	11. 要彻底分析一个如此庞大的课题，将涉及众多复杂的事项，而我只会集中于我认为香港最为与众不同的两方面，这两个范畴是：
The guidelines make it clear that the SFC’s assessment of the amount of a penalty involve an assessment of the whole of the conduct in question.	《指引》清楚指出，证监会在衡量罚款额时，会就个案涉及的整体行为作出考虑。
Let there be no doubt — we will vigorously pursue individuals culpable for misconduct.	必须清楚指出的是，我们将会严厉执法，对干犯失当行为的人追究到底。
o 10.8% - ‘gambling’ i.e. they knew nothing about warrants and simply bet on their luck.	o 10.8%－“赌博”，即他们对权证一无所知，纯粹为碰运气 而买卖权证。
As a securities regulator, the SFC is mandated to protect the investing public by enforcing our rules and regulation.	作为证券监管机构，证监会获授权透过执行规则及规例去保障投资大众。
1. The early days	1. 发展早期
I will therefore spend a little time updating you all on some of the products-related proposals in those consultations.	因此，稍后我会谈谈这次咨询中，部分与产品有关的建议。
The SFC has put forward proposals to strengthen our regulatory regime.	本会提出了多项建议加强香港的监管制度；
This is worrisome as it appears that some investment advisers do not appear to be paying proper regard to the code of conduct requirements that are imposed on them in connection with the provision of investment advice to their clients.	令人担忧的是部分投资顾问似乎没有适当注重关于向客户提供合理适当的投资意见的操守准则规定。
This duty is more onerous when it is an unauthorised product.	假如有关产品并未获得认可，此项责任便更为繁重。
The SFC has in the past received useful assistance from the CSRC which facilitated our enforcement actions.	香港证监会过去一直获得中国证监会的宝贵协助，利便了本会的执法行动。
The three Hong Kong ETFs together accounted for 38% and 25% of the volume and value of turnover of the Taiwan ETFs respectively for the period from launch until the end of September 2009, with the W.I.S.E. CSI 300 China Tracker contributing the lion’s share.	这三只香港 ETF 由在台湾上市至 2009 年 9 月底为止这段期间，合共占台湾 ETF 交投量的 38%及成交额的 25%，当中沪深 300 ETF 占最大比例。
Regulators emphasise smooth implementation Ms Christina Choi, Senior Director of the Investment Products Division, provided an overview of the scheme and elaborated on key MRF requirements:	监管机构重视计划的顺利落实投资产品部高级总监蔡凤仪女士概述该计划的内容，并解释基金互认安排的主要规定：
With a view to enhance sponsor standards in Hong Kong, the SFC in early 2007 will impose a set of specific eligibility criteria and ongoing compliance obligations on sponsors, focusing on:	为提升香港保荐人的水准，证监会将会在 2007 年年初向保荐人施加一套特定的资格准则及须持续遵守的责任，当中著重：
It does not mean banks and firms must make sure the client has received a copy of the prospectus, or that the client has been given a list of risks attached to the product or signed a form that says they have read the prospectus.	这项责任并不表示银行和商号只须确保已向客户派发章程，或客户已取得列明产品风险的单张，或客户已签署表格确认已阅讀章程。
It gives me great pleasure to have this chance to update you on the latest developments in Hong Kong’s financial market, particularly with respect to Islamic finance.	我很高兴能在此向大家汇报香港金融市场的最新动向，尤其是关于伊斯蘭金融方面的发展。
There is still significant room for improvement in the quality and timeliness of submissions.	申请文件在质素和及时程度方面仍有改善空间。
The onus is on the bank or the firm to ensure the product is an appropriate one for the client given the client’s financial situation, investment experience and investment objectives.	银行或商号有责任确保按照客户的财务狀况、投资经验及投资目标來說，有关产品适合他。
Its then-CEO and her two associates opened 14 securities trading accounts in various names.	该公司时任行政总裁及其两名联系人以不同名义开立了 14 个证券交易帐户。
We will continue to police the market and enforce where necessary.	我们会继续监察市场，并会在必要时采取执法行动。
We also sought a court order that the managing director and one NED compensate Freeman $76.8 million, equivalent to the alleged loss they caused to the company.	我们亦寻求法庭颁令该公司的董事总经理和一名非执行董事向民众有限公司赔偿 7,680 万元，金额相等于据称他们令公司蒙受的损失。
The common examples given were of investment products being sold to elderly consumers with overly long maturity terms, lock-in periods or even no guaranteed returns.	该调查引述的常见例子，是年长的客户获售予届满期限过长、设有禁售期或甚至无保证回报的投资产品。
Today, I would like to briefly review the development of the securities market and the role played by the SFC over the past 10 years, and discuss the outlook of the Hong Kong market.	我想藉著今日的机会重温这十年来，证券巿场的发展以及证监会所担当的角色。
Investing trends In the past, Hong Kong investors mainly invested in property, shares and foreign currency.	投资趋势 过去，香港投资者主要投资于地产、股票及外汇。
Regulatory principles governing ETFs Our philosophy is very simple.	ETF 的规管原则 我们的监管理念很简单：
We would like to be able to continue to authorize these products.	证监会希望往后能继续认可这类产品。
China’s economy is growing rapidly and is now the world’s fourth largest economy according to the National Bureau of Statistics.	根据中国国家统计局的资料，中国的经济正急速增长，目前位列全球第四大经济体系。
The FMSB report cited a case in US in 1929 when the president of a listed company used dummy accounts he and his associates controlled to conduct wash trades.	FMSB 的报告引用 1929 年美国的一宗个案，当时一家上市公司的主席利用他本人及他的联系人所控制的人头帐户来进行清洗交易。
For financial markets to remain robust and well-functioning, it calls for the exercise of self-discipline, market discipline and regulatory discipline by the different stakeholders in the marketplace.	为确保金融市场持续畅旺和有效运作，市场上各利益相关者都要自律，同时遵守市场纪律和监管纪律。
In particular, the statutory backing of the HKEx Listing Rules, which Members will discuss under the next agenda item, will introduce additional responsibilities that have implications for our staff establishment in future years.	特别是，各位议员在下一项议程将讨论到的香港交易所《上市规则》获赋予法定地位的政策，将为本会带来额外的责任，继而对本会未来的职员编制构成影响。
You know very well that investment involves risks and the SFC authorization does not imply official approval or recommendation.	大家都深知投资涉及风险，证监会对某产品的认可并非意味著证监会正式批准或建议投资于该产品。
The challenge of effective enforcement actions is particularly keen in Hong Kong where more than 80% of companies listed in Hong Kong are incorporated outside Hong Kong.	在香港，如要有效地执行法规，所面对的挑战尤其大，因为香港有超过 80%的上市公司是在香港以外的地方注册成立的。
a change in enforcement focus to concentrate resources on bigger and more important cases and an increased level of challenges to our actions.	首先，本会改变了执法重点，将资源集中投放在更大型及更重要的案件之上。
These factors make it difficult for the typical retail investor to make a reasonably informed investment decision.	这些因素均使一般散户投资者难以作出有合理根据的投资决定。
Conclusion Ladies and gentlemen, 10 years on, it’s more important than ever to remember the lessons from the GFC.	结语在座各位，十年过去了，但我们比以往任何时候都更加需要紧记全球金融危机所带来的教训。
Hong Kong is China's natural global financial centre for very good reasons - Hong Kong has been deeply involved in the Mainland’s financial liberalisation since the late 1970’s.	香港能成为中国的国际金融中心绝非偶然，自七十年代末期起，香港已积极参与内地的金融自由化进程。
After explaining the measures that we were putting in place to deal with the risks, I asked, for the first time, for SFC licensed asset managers to be given a QFII, so that we could have real physical A-share ETFs. These would not expose our investors to counterparty risks, I argued.	我向内地监管机构介绍了香港针对交易对手风险的现行措施后，便首次提议让证监会持牌资产管理机构取得合格境外机构投资者（Qualified Foreign Institutional Investor，简称 QFII）的资格，以便可以有真正的实物 A 股 ETF，投资者便不用承担交易对手的风险。
Major breakthrough for the Hong Kong ETF market – building externality with Taiwan In May this year, we achieved a breakthrough for cross-listing of Taiwan and Hong Kong ETFs.	香港 ETF 市场的突破发展──与台湾建立联系 今年 5 月，我们就实现台湾及香港 ETF 产品的相互跨境上市取得了突破。
There just weren’t enough real and effective tools for foreign traders to manage their currency and interest rate risks.	究其原因，是缺乏实际而有效的风险管理工具，让境外贸易商可管理本身货币及利率的风险。
The recent corporate governance reforms have also targeted corporate reporting, especially the roles of the auditors and the audit committees, including oversight of the audit firms and auditing and accounting standards.	近期的企业管治改革亦针对企业汇报，特别是核数师及稽核委员会所担当的角色，包括对会计师事务所及审计和会计准则的监察。
The number of new corporate applications grew more than 50% last year, and as of the end of our fiscal year in March the number of LCs reached almost 2,500. Meanwhile, the operating environment remains tough amid a reduction in market turnover.	新公司申请数目在去年增加超过 50%，在截至 3 月底的财政年度，持牌法团的数目已几乎接近 2,500 家。 同时，经营环境因市场成交额下跌而仍然严峻。
We are happy to speak to all firms and banks who are thinking about embarking on this process.	我们很樂意与所有计划作出赔偿的商号和银行进行商讨。
I hope the answer is a comfortable balance of both!	但愿答案是两者兼而有之吧！
The use of swaps and other derivatives can limit transparency and affect a fund’s risk profile. Their use also raises additional issues of counterparty risk and transparency in the type of collateral held, how it is held and how it is managed.	掉期及其他衍生工具的运用，可影响基金的透明度及其风险组合，亦会引发其他需注意的事宜，如对手方风险，以及基金所持抵押品类别的透明度和持有及管理抵押品的方法。
not only did it enable Beijing to raise funds in Hong Kong for its infrastructure projects, more importantly, it also served to explore new models for the economic development of the capital and other Mainland cities, and for opening up a new avenue for the same.	北控上市有非常重大的象征性意义，不仅使北京从香港筹集到建设资金，更重要的是为首都甚至内地其他地方经济的发展进行了有益的探索，开辟一条新的道路。
As part of the resolution of this case2, Societe Generale, without admitting liability, agreed to reimburse affected customers with interest.	作为这宗个案的解决方案的一部分2， Societe Generale 在不承认法律责任的情况下，同意向受影响客户归还有关款项连同利息。
So we have to rely on market discipline which are the constraints placed on the hedge funds by their creditors, counter parties and investors.	因此，我们须依赖巿场的纪律，而这就是对冲基金的债权人、对手方及投资者对它们所施加的制约。
40. As you can see, our efforts are in line with the proposals under the financial services Action Agenda of the Report on Economic Summit in response to China’s 11th FiveYear Plan, announced by the Hong Kong SAR Government in January.	40. 正如大家所见，我们的工作与香港特区政府在 1 月公布、为回应内地第十一个五年规划而提交的经济高峰会报告的金融服务行动纲领内的建议是一致的。
3. Reasonable recommendation - Make recommendations that are reasonably suitable given the client’s specific circumstances.	3. 合理建议――因应客户的具体情况作出合理地属适当的建议。
and (ii) facilitating market and product development.	及(ii)促进市场及产品的发展。
However, the applications can only proceed smoothly if the submission is of good quality, complete and compliant with requirements of our codes and guidelines.	然而，申请人必须递交高质素、齐全，并符合证监会所有守则及指引的文件，其申请方能顺利进行。
Always have sufficient knowledge on major issues and be prepared to respond to queries from other Board members and external parties.	随时掌握有关重要事项的充分资讯，作好准备回应其他董事局成员及外界的提问。
2. I have been asked to focus on the practical measures that need to be taken, at both the regional and national levels, to further develop the financial markets in the region.	2. 主办机构希望我能集中讨论在区域及国家的层面上，我们需要采取哪些实质措施来进一步拓展区内的金融市场。
These enhanced disclosure requirements should not be confined to the documents and marketing materials of new funds. They should also apply to the marketing materials that continue to be used for existing funds.	这些加强信息披露规定不应只限于新成立基金的文件及推广材料，而应同时适用于现有基金仍然继续使用的推广材料。
When issues or concerns are raised by professional advisers, the sponsors also have a duty to follow up with them.	当专业顾问提出任何问题或关注时，保荐人亦有责任就此作出跟进。
35. Perhaps I can share with you some of the policies and measures that we have implemented over the last few years – and some that we are currently working on.	35. 或许我可以与你们分享我们在过去数年实施的一些政策及措施――当中有些我们正在研究。
Secondly, we ensure adequate structural safeguards and proper disclosure in the fund set-up.	其次，我们确保基金成立期间在结构上有充分的保障措施，并作出妥善的披露。
I might note here that the ETF market in the United States, although established much earlier, began to develop in earnest fairly recently, around 2005.	值得注意的是，虽然美国 ETF 市场有较悠久的歷史，但当地市场到了近年即 2005 年左右才真正发展起來。
The amount of funds raised by Mainland enterprises directly and indirectly through HK was US$23.2 bn in 2005.	内地企业于 2005 年直接及间接透过香港筹集的资金总额 1 达 232 亿美元。
The mercurial rise and fall of Bitcoin prices has fanned a trading frenzy in crypto assets and helped the emergence of crypto exchanges in Asia, subject to little or no regulatory oversight.	比特币价值的快上快落，掀起了炒卖加密资产的热潮，并带动了只受到很少或完全没有监管的加密交易所在亚洲各地冒起。
The Mainland is ready to accelerate the pace of promoting the wider use of RMB outside the Mainland.	内地已准备好加快步伐，推进人民币的跨境使用。
For asset managers, the advent of Fintech is affecting the way investment products are being distributed, how clients interface and how investment advice is dispensed.	对基金经理来说，金融科技的出现正影响著投资产品的分销途径、与客户互动的形式和提供投资意见的方法。
As you may be aware, the number of licensed corporations in Hong Kong grew more than 7% a year for the past five years.	各位可能已经知道，在过去五年，香港的持牌法团每年增长超过 7%。
In this regard, we expect sponsors to conduct their due diligence responsibilities to a high standard.	就此而言，我们预期保荐人在履行其尽职审查责任时符合严格标准。
Over the past few years, when regulators speak to the industry, the subject matter has tended to revolve around regulation, risk management and what the industry needs to do more.	过去几年，监管机构向市场传递的信息大多围绕规管、风险管理及业界需要改善之处等议题，这些无疑是重要的。
We enjoy close relations and proximity to the Mainland, and are also familiar with the languages, cultures, practices and systems of the Mainland.	我们与内地关系密切，毗邻而处，而且熟悉内地的语言、文化、惯例及制度。
In August 2011, during his visit to Hong Kong, Vice Premier Li Keqiang publicly announced his support of the RQFII scheme (giving official blessing and a formal name to our “Mini QFII”). Then finally, in mid December 2011, the three responsible Mainland authorities, the CSRC, PBoC and SAFE jointly released the RQFII rules.	李克强副总理于 2011 年 8 月访港期间，公开宣布支持 RQFII 计划（正式批准“小 QFII”并给予正式的名称），最终在 2011 年 12 月，中国证券监督管理委员会（中国证监会）、中国人民银行及国家外汇管理局这三家负责该计划的内地监管机构联合发布 RQFII 规则。
However, stock market volatility and the low interest rate environment have encouraged many investors to seek better returns in a wider range of financial products. These include the traditional unit trusts and mutual funds, hedge funds and other collective investment schemes, structured products as well as investment-linked insurance policies (ILAS).	然而，由于股市波动及息率低企，导致不少投资者另觅更多不同种类的金融产品，以求争取较佳回报，当中包括传统的单位信托及互惠基金、对冲基金及其他集体投资计划、结构性产品，以及投资相连寿险计划。
The symposium ended with a Q&A session where officials from the SFC, CSRC and SAFE addressed questions posed by the audience. Topics covered a wide range of issues including eligibility requirements, redemption fees, taxation arrangements, disclosures, opening of settlement accounts and appointment of custodians.	研讨会结束前进行了一个答问环节，来自证监会、中国证监会和外汇局的官员回答了与会者的提问，涵盖面甚广，包括资格规定、赎回费用、税务安排、披露、结算帐户的开立和托管人的任命等事项。
As important as these statistics are, I firmly believe that it is equally important that they are seen as merely one aspect of the performance of the SFC’s enforcement function.	这些统计数字无疑十分重要，但我深信有一点是同样重要的，就是我们仅应将它们视为反映证监会履行执法功能的表现的其中一个方面。
REITs add depth to our real estate and asset securitisation markets and provide an alternative and long term source of funding capital for real estate.	房地产基金为我们的物业及资产证券化市场带來深度，亦为房地产提供另一长期的集资來源。
Currently, only individuals are able to open RMB accounts in Hong Kong and invest in RMB-denominated products.	按照现行的政策，只有个人投资者可以在香港开立人民币帐户和投资于人民币计价产品。
The provisions of section 201 of the Securities and Futures Ordinance specifically permit the SFC to consider and, if appropriate, to agree other means of resolution.	《证券及期货条例》第 201 条明确地允许证监会考虑及在适当情况下同意接纳其他解决方法。
Clearly, in developing these products, we need to be mindful of the long-term objectives and specific needs of the underlying Mainland economy.	在开发这类产品的过程中，我们必须著眼于国家经济的长远发展目标及具体需要。
3. Regional economic outlook is promising,	3. 地区经济前景乐观，
In fact, the lifting of geographical restriction was crucial in enabling the listing in Hong Kong of the first REIT in the world with 100% exposure to Mainland properties at the end of 2005.	事实上，消除地域限制，对于 2005 年年底全球首项 100%投资于内地物业的房地产基金得以在香港上市起著关键作用。
The SFC’s regulatory approach But are we doomed to repeat the mistakes of the past?	证监会的监管方针 但我们是否注定要重蹈覆辙？
If it is confirmed that there is a breach of the SFO, we would take enforcement action accordingly, whether or not the listing application is withdrawn.	如果确定有违反《证券及期货条例》，我们会采取相应的执法行动，无论上市申请是否被撤回。
The main regulatory requirements for listed companies that are not incorporated in Hong Kong rests with the non-statutory Listing Rules administered by the Hong Kong Stock Exchange.	适用于并非在香港注册成立的上市公司的主要监管规定载于由香港联合交易所执行的非法定的《上市规则》内。
Successful fund distribution requires creativity, being in sync with the market and no small amount of street smarts to assess investor needs, and create demand for products.	基金分销的成功需要创意、紧贴市场发展、以及具有一定的智慧来评估投资者的需要及创造对产品的需求。
A milestone for the SFC was the enactment of the Securities and Futures Ordinance (SFO) in March 2002.	在证监会的历史中，其中一个重大的里程碑是《证券及期货条例》在 2002 年 3 月获得通过。
Such new measures are expected to significantly broaden the scope of Hong Kong’s financial services, taking advantage of Hong Kong’s being the primary investment hub accommodating about 60% of the Mainland’s ODI.	香港目前已吸纳了约 60%的内地境外直接投资，成为内地的主要投资中心，凭借这项优势，上述措施的推出将会大大扩展香港金融服务的领域。
I doubt that investors in Hong Kong are different from investors in the UK in wanting to be kept informed of any unexpected changes in trading performance.	如果说在希望掌握有关上市公司业绩表现的意外变化的最新信息方面，香港的投资者会有别于英国的投资者的话，我会怀疑这项说法是否成立。
13. For their part, international investors looking to tap into the growing China market can look to a single platform for access to good quality Mainland companies with high growth potential.	13. 至于拟于不断增长的中国市场发掘商机的国际投资者，则可望获得能让其接触优质兼高增长潜力的内地公司的单一平台。
As of the end of May, the largest group of QDII investors, Mainland insurance companies, held total assets in the realm of RMB3.6 trillion.	在 5 月底，内地保险公司这个 QDII 计划下最主要的机构投资者组别所持有的资产，合计总值达人民币 36,000 亿元。
But first, I would like to say a few words on regulation to give the bigger picture and to put the issues in perspective.	但我打算先概略地谈谈监管，让大家能够以一个较宏观的角度，正确地认識相关的议题。
First, we assess the acceptability of the hedge fund manager.	首先，我们会评估对冲基金经理是否具备可接受的质素。
CEPA Forum, Beijing 2006 New Opportunities and Challenges Ahead for Mainland and Hong Kong Financial Practitioners Progress under CEPA – A Regulator’s View Mrs Alexa Lam Securities and Futures Commission Hong Kong The Hon Frederick Ma, Mr Huang, Mr Kwan, Ladies and Gentlemen, I am grateful to the Hong Kong Securities Institute for the opportunity today to share with you from a regulator’s view the progress under CEPA in the securities and futures industry.	<更紧密经贸关系安排论坛 2006> 两地金融业的机遇及挑战 从证券市场监管者的角度看 CEPA 的最新进展 林张灼华女士香港证券及期货事务监察委员会 马时亨局长，黄会长、关主席、各位来宾： 非常感谢香港证券学会为我提供这个机会，和大家从监管者的角度分享关于 CEPA 在证券和期货业的进展。
Structural advantage of the UT Code The revamped UT Code adopted a new structure to clearly set out the authorization requirements, which makes the fund authorization process more transparent.	《单位信托守则》之下的制度的优点 经修订的《单位信托守则》采纳了一套清楚列明认可要求的全新制度，使基金认可过程更具透明度。
There were also changes to the conduct requirement for intermediaries to enhance selling practices relating to the sale of investment products.	另外，我们亦修订了中介人的操守规定，完善投资产品的销售手法。
These seminars are also videotaped for airing later on TV, with key messages also being published in the Hong Kong Economic Journal.	我们将会把这些讲座录影起来，以便日后在电视播放，而每场讲座的撮要内容亦会在《信报》刊登。
These are what the Commission should carefully consider as a matter of utmost importance.	这些都是证监会应视为至关重要而审慎考虑的事情。
But what are the expectations of the SFC stakeholders?	然而，证监会的相关团体有甚么期望呢？
Finally, as I alluded to earlier, financial innovation, particularly automation and algorithmic trading, heightens misconduct risk by magnifying existing concerns and introducing new ones.	最后，正如我早前所述，金融创新（尤其是自动化及程式买卖）加剧了现有的问题，并带来新的关注，令失当行为的风险增加。
Our view on this is that REITs are first and foremost steady yield plays and alternative investments with lower correlation to the equities market.	我们的看法是，房地产基金主要是一种能提供稳定的回报及与股票市场的相关性甚低的另类投资项目。
The SFC’s enforcement record, both the cases in which regulatory action has been successfully concluded and those which did not result in the imposition of penalties or sanctions, speaks eloquently of Hong Kong as a jurisdiction where the rule of law prevails and where justice takes its course.	证监会在已成功完成监管行动的个案及没有导致施加惩罚或制裁的个案两方面的执法纪录，都说明香港是一个恪守法治、秉持公义的司法管辖区。
I believe that the most vital role of the Chairman is to call upon all members of the Board to fully participate in the affairs of the Commission, which include not only spending time considering and endorsing proposals put forward by the executives, but also setting strategies and directions for the future.	我相信主席最关键的角色是要促请董事局内的所有成员，全心全意地投入证监会的事务，这不仅包括抽时间审议及认可执行董事提出的建议，也包括为证监会设定未来策略及路向。
Asia Cement is a Taiwanese enterprise with operations in both Taiwan and the Mainland.	亚洲水泥是一家业务遍及台湾和内地的台资企业。
These roles have an added significance for Asia given the economic integration within the region.	鉴于区内的经济融合情况，上述两项作用结合起来对亚洲尤其重要。
Accountability to stakeholders – directors should not hesitate to take up their responsibilities and discharge their functions dutifully.	对利益相关者的问责性－董事应毫不犹豫地承担责任及尽职地履行其职能。
The fund has been well received by investors in Hong Kong, both retail and institutional. The fund raised more than US$20 million within 1 week after launch and the fund size grew to US$62 million by end-2007.	首只伊斯兰基金推出后大受香港散户和机构投资者欢迎，在基金推出后一周内，已经筹集到超过 2,000 万美元的资金，在 2007 年年底，基金总额增加至 6,200 万美元。
We must therefore revamp the UT Code to make it even easier for funds and talents to congregate in Hong Kong.	因此，本会必须修订《单位信托守则》，使香港能更容易汇聚各类基金及专业人才。
To me, this amply demonstrates that many of you are serious about branding yourselves as trusted partners to your investors.	我认为，这充分显示出在座不少都认真渴望能成为投资者视为值得信赖的伙伴。
Hong Kong’s strength traditionally has been fund distribution and sales.	香港的传统优势在于基金分销及销售业务。
But our approach to regulation is not just about enforcement.	但我们的监管方法并非只有执行法规。
I can understand that at a time when demand is weak and margins are squeezed, these requirements appear to make your business burden heavier.	我明白，当前市场需求疲弱，加上利润已大不如前，这些规定看來会加重你们的业务负担。
The work of IOSCO in these areas is continuing.	国际证监会组织在这些范畴的工作仍然持续。
These programmes may be too complex and hard for humans to comprehend.	这些程式可能过于复杂，一般人难以理解。
In other words, apart from prudential and conduct issues, the regulators need to monitor financial stability and systemic risk as well.	换言之，除进行审慎监督及操守监督外，监管机构亦要监察金融稳定性及系统风险。
Such information include the risk management procedures put in place by the fund manager to monitor, measure and manage the relevant risks in relation to each UCITS III fund.	该等资料包括基金经理为监察、量度及管理每一项 UCITS III 基金所涉及的相关风险而设立的风险管理程序。
In hindsight, we now know that there was one crucial regulatory blind spot – AIG.	经事后回顾，我们始知道美国国际集团 AIG 是监管方面的一个盲点。
The main statutory securities regulation in Hong Kong is the SFO.	该条例是香港的主要法定证券规例。
With growing interests of institutional investors in the Asian market, rising corporate activism in this part of the world, and wider media interest in corporate activities, board of directors can no longer shut themselves off from the demands raised by various stakeholders.	随著机构投资者对亚洲市场的兴趣渐浓、争取企业权益行动在亚太区日渐抬头，以及传媒对企业活动愈来愈感兴趣，董事局再不能置身事外，无视各利益相关者所提出的诉求。
